State_And_County_FIPS_Code	CHSI_State_Name	CHSI_County_Name	Population_Size	Population_Density	Poverty	Age_19_Under	Age_19_64	Age_65_84	Age_85_and_Over	White	Black	Native_American	Asian	Hispanic	ALE	Health_Status	LBW	VLBW	Premature	Under_18	Over_40	Late_Care	Infant_Mortality	Unmarried	Brst_Cancer	Col_Cancer	CHD	Lung_Cancer	Suicide	No_HS_Diploma	Unemployed	Sev_Work_Disabled	Major_Depression	Recent_Drug_Use	Ecol_Rpt	Ecol_Exp	Salm_Rpt	Salm_Exp	Shig_Rpt	Shig_Exp	FluB_Rpt	FluB_Exp	HepA_Rpt	HepA_Exp	HepB_Rpt	HepB_Exp	Meas_Rpt	Meas_Exp	Pert_Rpt	Pert_Exp	CRS_Rpt	CRS_Exp	Syphilis_Rpt	Syphilis_Exp	No_Exercise	Few_Fruit_Veg	Obesity	High_Blood_Pres	Smoker	Diabetes	Uninsured	HPSA_Ind
26-49	Michigan	Genesee	443883	694.0	13.3	27.6	60.4	10.5	1.5	76.6	20.0	0.5	0.9	2.3	74.7	15.3	9.6	1.9	13.8	4.0	1.5	15.5	11.4	45.6	26.2	21.3	220.8	65.1	11.3	48474.0	16501.0	7690.0	24246	27407	12.0	13.0	92.0	225.0	28.0	172.0	4.0	13.0	38.0	53.0	32.0	53.0	0.0	0.0	10.0	53.0	0.0	0.0	1.0	26.0	25.0	78.8	26.6	27.8	26.1	8.7	57198.0	2
26-55	Michigan	Grand Traverse	83971	181.0	7.8	23.9	62.3	11.6	2.2	96.6	0.8	1.0	0.6	1.8	79.0	10.9	6.4	0.9	10.2	2.3	2.6	15.1	6.1	26.0	20.1	16.3	140.8	47.3	9.3	6158.0	2743.0	2315.0	4817	5241	15.0	12.0	37.0	56.0	9.0	24.0	2.0	4.0	4.0	8.0	4.0	4.0	0.0	0.0	11.0	24.0	0.0	0.0	1.0	0.0	17.1	79.5	21.7	20.9	27.5	4.5	7129.0	2
26-57	Michigan	Gratiot	42345	74.0	11.3	23.7	62.5	11.6	2.2	94.2	4.1	0.5	0.5	4.5	77.1	16.2	7.2	1.3	10.4	3.0	1.1	12.6	6.1	34.1	12.9	19.9	236.4	45.1	7.6	4614.0	1644.0	956.0	2439	2840	1.0	4.0	24.0	29.0	2.0	10.0	1.0	0.0	3.0	4.0	6.0	2.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	2.0	20.7	81.5	28.8	23.9	29.8	9.6	4609.0	2
26-65	Michigan	Ingham	278592	498.0	12.7	26.1	64.1	8.3	1.5	81.5	11.0	0.6	4.4	5.7	77.6	12.5	8.0	1.3	12.5	3.6	2.1	12.8	6.6	38.2	23.9	14.9	145.7	47.1	9.2	19410.0	9562.0	5506.0	15608	20965	10.0	8.0	62.0	118.0	24.0	50.0	0.0	8.0	36.0	25.0	12.0	17.0	0.0	0.0	5.0	17.0	0.0	0.0	10.0	8.0	21.3	77.0	23.7	24.0	23.2	6.9	33302.0	2
26-67	Michigan	Ionia	64608	113.0	9.4	26.0	63.8	8.7	1.5	92.8	5.1	0.6	0.3	2.9	77.2	16.3	6.7	1.4	11.8	3.8	1.0	15.1	7.0	33.6	26.5	20.9	167.2	63.4	14.0	6742.0	2204.0	1428.0	3612	4387	4.0	12.0	19.0	44.0	3.0	22.0	0.0	0.0	10.0	9.0	5.0	9.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	3.0	24.6	82.0	23.8	22.8	28.2	9.0	5596.0	2
26-75	Michigan	Jackson	163629	232.0	10.9	25.6	61.7	10.9	1.9	89.4	7.9	0.4	0.7	2.5	76.5	17.1	7.8	1.4	11.4	4.9	1.6	28.7	7.9	41.2	25.2	18.6	178.7	62.7	11.8	17209.0	5205.0	3648.0	9179	10170	6.0	5.0	42.0	63.0	5.0	19.0	4.0	5.0	9.0	10.0	5.0	10.0	0.0	0.0	1.0	15.0	0.0	0.0	9.0	10.0	20.0	76.7	26.5	30.1	24.1	9.3	16732.0	2
26-77	Michigan	Kalamazoo	240536	428.0	12.0	25.9	62.4	9.9	1.8	85.3	9.9	0.4	2.3	2.9	77.5	12.6	8.2	1.9	11.8	3.2	2.2	13.6	10.6	35.9	24.5	16.5	143.5	58.5	10.1	16556.0	6800.0	4659.0	13476	16907	15.0	7.0	65.0	94.0	60.0	29.0	0.0	7.0	16.0	14.0	34.0	14.0	0.0	0.0	18.0	22.0	0.0	0.0	4.0	14.0	18.7	74.3	20.8	23.6	17.9	6.0	24468.0	2
26-81	Michigan	Kent	596666	697.0	10.0	28.9	60.7	8.8	1.6	85.9	9.5	0.5	2.2	8.7	78.0	10.2	7.1	1.5	11.1	3.4	2.0	15.8	8.3	33.6	25.1	17.4	162.5	47.3	8.5	57349.0	18473.0	12231.0	32033	37459	26.0	18.0	144.0	229.0	58.0	70.0	5.0	18.0	34.0	70.0	22.0	35.0	0.0	0.0	27.0	53.0	0.0	0.0	14.0	18.0	19.1	78.6	21.5	23.9	21.8	6.6	60031.0	2
26-87	Michigan	Lapeer	93361	143.0	7.4	25.8	63.7	9.3	1.1	97.3	1.1	0.4	0.5	3.6	77.0	13.6	6.0	0.7	10.7	2.3	2.4	11.6	5.8	24.4	26.5	21.2	221.4	51.2	10.9	9563.0	3469.0	1809.0	5230	5906	3.0	13.0	26.0	63.0	7.0	27.0	1.0	4.0	10.0	9.0	11.0	4.0	0.0	0.0	3.0	27.0	0.0	0.0	0.0	0.0	25.1	77.7	24.6	18.3	28.8	7.2	9032.0	2
26-91	Michigan	Lenawee	102033	136.0	8.0	25.3	61.7	11.1	1.9	95.8	2.2	0.5	0.6	7.2	77.3	12.3	6.5	1.2	11.3	3.6	1.6	13.6	5.6	32.7	22.4	20.8	190.1	50.6	11.0	11201.0	3438.0	2094.0	5752	6505	3.0	15.0	73.0	70.0	8.0	30.0	1.0	5.0	4.0	10.0	4.0	5.0	0.0	0.0	9.0	30.0	0.0	0.0	1.0	0.0	25.7	78.8	26.1	30.0	20.8	9.0	10721.0	2
26-93	Michigan	Livingston	181517	319.0	4.4	26.2	64.7	8.1	1.0	97.2	0.7	0.4	0.9	1.6	78.1	8.6	5.5	1.0	9.6	1.1	2.9	6.0	4.8	14.9	19.7	17.9	177.1	54.9	10.1	10294.0	4787.0	4644.0	10112	11407	10.0	10.0	43.0	66.0	4.0	20.0	1.0	5.0	10.0	10.0	7.0	5.0	1.0	0.0	4.0	20.0	0.0	0.0	0.0	0.0	16.9	77.8	21.3	15.8	20.5	6.0	11834.0	2
26-99	Michigan	Macomb	829453	1726.0	7.4	24.6	62.0	11.4	2.0	89.6	5.6	0.3	2.9	1.9	77.4	13.9	7.5	1.4	11.4	1.3	2.3	8.9	5.7	21.0	28.2	19.5	215.2	56.3	10.1	96896.0	28730.0	24160.0	47075	50248	18.0	24.0	229.0	315.0	27.0	97.0	5.0	24.0	25.0	97.0	38.0	48.0	0.0	0.0	9.0	73.0	0.0	0.0	15.0	24.0	23.3	79.9	23.3	26.4	24.7	7.1	67555.0	2
26-103	Michigan	Marquette	64760	36.0	10.5	21.6	64.4	11.8	2.2	95.3	1.6	1.6	0.6	0.8	77.2	12.5	5.1	0.9	9.2	2.2	1.8	15.8	4.6	30.3	23.2	16.1	222.9	58.4	14.1	4920.0	1997.0	1580.0	3833	4590	20.0	6.0	40.0	48.0	1.0	13.0	0.0	3.0	4.0	6.0	0.0	6.0	0.0	0.0	12.0	13.0	0.0	0.0	0.0	0.0	21.0	69.7	22.0	25.1	18.0	7.4	5577.0	2
26-111	Michigan	Midland	84064	161.0	9.0	26.1	60.8	11.2	1.9	95.8	1.2	0.4	1.8	1.7	78.8	10.1	7.0	1.4	11.7	2.3	2.2	8.8	7.0	23.4	24.1	16.2	182.9	54.8	9.7	6071.0	2423.0	1749.0	4695	5333	14.0	13.0	38.0	58.0	13.0	25.0	1.0	4.0	1.0	8.0	0.0	4.0	0.0	0.0	3.0	25.0	0.0	0.0	0.0	0.0	17.0	73.7	23.1	22.3	20.7	8.7	7721.0	2
26-115	Michigan	Monroe	153935	279.0	7.3	25.8	62.7	9.9	1.5	95.7	2.2	0.3	0.6	2.4	76.8	13.4	7.5	1.4	12.1	2.9	1.7	12.3	6.9	30.7	27.2	20.3	211.5	61.9	13.4	17204.0	4668.0	3383.0	8621	9734	2.0	9.0	44.0	58.0	5.0	18.0	0.0	4.0	5.0	9.0	3.0	4.0	0.0	0.0	0.0	18.0	0.0	0.0	5.0	0.0	21.8	84.0	26.0	30.7	24.4	7.1	13943.0	2
26-117	Michigan	Montcalm	63893	90.0	10.5	25.9	61.6	10.8	1.8	95.7	2.3	0.6	0.4	2.7	75.6	21.7	7.1	1.2	10.8	4.4	1.7	16.3	7.6	34.3	20.8	24.3	193.2	59.5	13.0	7901.0	2499.0	1523.0	3571	4039	6.0	3.0	38.0	53.0	3.0	25.0	0.0	0.0	16.0	9.0	14.0	9.0	0.0	0.0	15.0	6.0	0.0	0.0	0.0	3.0	26.3	86.6	32.9	29.7	25.5	9.5	7496.0	2
26-121	Michigan	Muskegon	175554	345.0	13.4	27.2	60.2	10.6	2.0	83.0	14.0	0.8	0.5	3.9	75.7	13.6	8.7	1.5	12.8	4.9	1.3	17.6	9.1	44.9	27.2	17.6	203.0	59.7	8.6	19180.0	6148.0	4833.0	9651	11035	9.0	5.0	51.0	83.0	7.0	52.0	0.0	0.0	18.0	16.0	6.0	21.0	0.0	0.0	8.0	21.0	0.0	0.0	5.0	10.0	25.4	79.3	24.9	24.6	30.7	8.7	20098.0	2
26-125	Michigan	Oakland	1214361	1392.0	6.7	25.6	62.8	9.9	1.7	81.2	11.8	0.3	5.3	2.8	78.2	12.0	7.4	1.4	10.3	1.3	3.5	6.3	6.5	19.2	26.0	16.2	183.9	51.7	9.8	87985.0	36223.0	33487.0	68106	72452	37.0	36.0	328.0	325.0	78.0	181.0	2.0	0.0	95.0	145.0	68.0	108.0	0.0	0.0	14.0	108.0	0.0	0.0	53.0	145.0	18.5	75.4	21.3	26.5	18.9	7.0	104800.0	2
26-139	Michigan	Ottawa	255406	452.0	6.6	28.8	60.6	8.9	1.7	94.8	1.3	0.4	2.4	7.5	79.9	8.9	6.1	1.1	9.8	2.4	1.6	10.5	6.8	20.2	24.9	14.6	124.2	34.6	7.9	20819.0	6825.0	5391.0	13790	17083	20.0	15.0	62.0	96.0	42.0	30.0	2.0	7.0	14.0	15.0	12.0	7.0	0.0	0.0	7.0	30.0	0.0	0.0	1.0	0.0	16.5	78.0	19.5	26.7	17.9	5.6	20709.0	2
26-145	Michigan	Saginaw	208356	258.0	13.4	26.8	59.4	11.6	2.2	77.8	19.3	0.5	1.0	6.9	76.5	18.0	8.9	1.8	12.8	5.2	1.9	10.4	9.3	47.1	25.2	19.7	183.0	60.2	9.4	24922.0	7696.0	6826.0	11524	13118	0.0	6.0	38.0	101.0	13.0	63.0	0.0	0.0	6.0	19.0	2.0	25.0	0.0	0.0	2.0	25.0	0.0	0.0	4.0	13.0	25.7	81.3	31.8	30.2	21.9	9.5	29913.0	2
26-147	Michigan	St. Clair	171426	237.0	8.7	25.7	61.8	10.6	1.9	95.6	2.2	0.5	0.5	2.5	76.5	13.6	7.7	1.4	12.6	3.2	1.5	10.8	7.0	32.1	27.3	21.8	215.1	63.3	11.0	19673.0	6730.0	4200.0	9604	10616	6.0	10.0	36.0	65.0	3.0	20.0	1.0	5.0	7.0	10.0	9.0	5.0	0.0	0.0	5.0	20.0	0.0	0.0	2.0	0.0	20.9	79.4	25.2	30.8	31.1	7.3	15833.0	2
26-149	Michigan	St. Joseph	62984	125.0	11.5	27.6	59.3	11.2	1.9	95.2	2.6	0.4	0.6	5.9	75.8	23.2	7.0	1.6	10.3	3.9	1.4	22.3	7.4	36.8	22.9	25.3	218.1	63.0	11.9	8719.0	1965.0	1398.0	3441	3867	7.0	12.0	31.0	44.0	2.0	22.0	0.0	0.0	4.0	9.0	11.0	9.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	3.0	26.6	77.8	35.9	26.7	27.5	12.5	8141.0	2
26-155	Michigan	Shiawassee	72945	135.0	9.1	25.7	61.6	11.0	1.7	98.0	0.3	0.4	0.3	2.0	76.7	18.9	7.0	1.3	10.0	3.5	1.5	11.4	6.6	32.1	22.3	19.5	187.0	52.1	11.0	7579.0	2858.0	1604.0	4088	4540	2.0	14.0	34.0	50.0	10.0	25.0	0.0	0.0	15.0	11.0	0.0	11.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	4.0	26.5	83.8	25.8	26.3	24.2	7.4	7384.0	2
26-159	Michigan	Van Buren	78812	129.0	12.2	27.2	60.4	10.7	1.8	92.3	4.8	0.9	0.4	8.7	76.6	16.7	7.0	1.1	10.7	4.8	1.8	19.0	6.2	36.5	26.7	20.2	180.7	52.0	12.3	10764.0	2785.0	1955.0	4338	4947	7.0	4.0	48.0	65.0	18.0	31.0	1.0	0.0	4.0	12.0	10.0	12.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	25.7	79.5	23.8	26.5	23.3	6.4	10781.0	2
26-161	Michigan	Washtenaw	341847	482.0	9.6	24.9	66.5	7.5	1.1	77.3	12.2	0.4	7.8	3.0	78.5	7.4	7.1	1.4	9.6	1.3	3.8	9.4	6.7	21.7	25.4	18.5	151.3	46.8	7.7	17975.0	8040.0	8269.0	19426	24642	12.0	20.0	98.0	130.0	21.0	70.0	4.0	10.0	33.0	30.0	11.0	20.0	0.0	0.0	37.0	30.0	0.0	0.0	9.0	10.0	16.4	69.7	20.3	19.6	14.8	5.4	28198.0	2
26-163	Michigan	Wayne	1998217	3254.0	16.5	28.8	59.5	9.8	1.8	53.7	42.0	0.4	2.3	4.4	73.4	17.8	10.3	2.2	14.3	4.4	2.1	21.3	11.2	47.1	30.1	21.7	265.8	65.0	10.3	293233.0	79051.0	67421.0	107439	121927	35.0	61.0	472.0	551.0	198.0	306.0	15.0	0.0	260.0	245.0	782.0	184.0	1.0	0.0	36.0	184.0	0.0	0.0	1022.0	245.0	27.9	78.4	29.2	30.3	26.3	9.8	292034.0	2
27-3	Minnesota	Anoka	323996	765.0	5.3	27.4	64.5	7.2	0.9	90.7	3.1	0.8	3.5	2.4	79.1	9.0	6.1	1.0	10.0	1.8	2.4	14.1	3.9	23.7	28.0	20.4	102.4	59.6	8.9	18800.0	7344.0	3192.0	17185	17514	27.0	9.0	96.0	112.0	36.0	56.0	4.0	9.0	4.0	19.0	4.0	19.0	1.0	0.0	85.0	28.0	0.0	0.0	4.0	9.0	17.0	79.5	24.6	20.2	23.9	5.7	23312.0	2
27-7	Minnesota	Beltrami	42871	17.0	15.2	27.5	60.5	10.2	1.7	77.2	0.5	19.9	0.9	1.2	76.5	14.3	5.8	1.3	9.5	5.3	1.9	28.6	7.1	48.8	16.7	17.4	128.9	55.1	14.1	4208.0	1120.0	738.0	2281	2718	9.0	2.0	19.0	34.0	57.0	14.0	4.0	0.0	1.0	4.0	0.0	4.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0	4.0	22.8	78.8	23.1	22.5	35.5	5.7	6347.0	2
27-9	Minnesota	Benton	38505	94.0	7.3	25.1	64.5	8.7	1.7	95.4	1.4	0.6	1.6	1.3	77.4	12.0	6.4	1.0	10.5	2.6	1.3	10.0	5.1	29.5	29.6	15.8	185.1	45.7	8.4	3736.0	1026.0	485.0	2101	2228	12.0	4.0	31.0	20.0	2.0	5.0	1.0	2.0	2.0	4.0	0.0	2.0	0.0	0.0	5.0	7.0	0.0	0.0	1.0	0.0	17.0	86.8	30.3	22.2	15.9	2.4	2889.0	2
27-13	Minnesota	Blue Earth	58030	77.0	10.3	23.2	64.9	9.6	2.3	94.5	2.1	0.3	2.3	1.8	79.3	12.4	6.0	1.1	10.2	1.9	1.6	11.4	3.8	27.8	27.6	16.8	127.0	35.9	8.6	4265.0	1175.0	769.0	3272	4067	11.0	6.0	21.0	42.0	4.0	11.0	3.0	3.0	6.0	6.0	0.0	6.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	15.4	78.5	23.2	24.2	21.2	5.5	4420.0	2
27-19	Minnesota	Carver	84864	238.0	4.0	28.5	64.1	6.2	1.2	95.5	1.1	0.2	2.4	3.3	81.0	9.4	5.3	0.8	9.2	1.1	2.9	7.6	3.5	11.8	20.1	19.8	93.9	29.5	6.4	4585.0	1541.0	819.0	4434	4651	11.0	4.0	33.0	51.0	11.0	15.0	2.0	4.0	14.0	7.0	2.0	7.0	0.0	0.0	33.0	15.0	0.0	0.0	0.0	4.0	12.6	77.7	22.0	16.2	14.9	2.3	4324.0	2
27-21	Minnesota	Cass	28910	14.0	11.7	22.2	59.4	15.9	2.4	87.6	0.2	10.8	0.3	1.1	76.2	10.3	5.5	1.2	8.7	4.6	1.5	24.6	6.5	47.4	16.6	22.5	143.8	48.5	15.8	3231.0	875.0	446.0	1639	1588	2.0	1.0	10.0	18.0	18.0	8.0	3.0	0.0	0.0	4.0	6.0	3.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	18.8	75.2	26.8	34.2	22.2	7.6	4119.0	1
27-25	Minnesota	Chisago	49400	118.0	5.5	26.8	63.8	8.0	1.4	96.1	1.1	0.6	1.4	1.6	78.0	12.3	6.6	0.9	10.4	2.0	2.5	10.5	4.1	20.3	26.6	21.3	119.7	50.5	12.6	3588.0	1242.0	646.0	2640	2748	12.0	4.0	21.0	24.0	9.0	6.0	2.0	2.0	4.0	4.0	4.0	2.0	0.0	0.0	12.0	9.0	0.0	0.0	0.0	0.0	17.3	85.3	24.6	22.6	26.3	5.2	3222.0	2
27-27	Minnesota	Clay	53838	52.0	9.9	25.5	62.1	9.9	2.5	95.4	0.7	1.6	1.2	3.2	79.2	9.4	7.2	1.7	12.2	2.4	2.1	14.3	7.3	26.7	19.5	17.6	134.8	43.2	12.4	4210.0	1045.0	711.0	2949	3651	15.0	5.0	24.0	39.0	6.0	10.0	4.0	3.0	2.0	5.0	4.0	5.0	0.0	0.0	11.0	10.0	0.0	0.0	0.0	0.0	20.5	81.6	22.5	21.2	20.6	3.9	4938.0	2
27-35	Minnesota	Crow Wing	59917	60.0	9.1	23.3	59.7	14.5	2.6	97.7	0.4	0.8	0.4	0.8	79.2	12.0	6.6	0.9	10.6	2.9	2.0	12.9	4.8	30.7	24.1	15.4	124.7	45.4	12.8	5621.0	1541.0	961.0	3347	3243	9.0	6.0	25.0	37.0	3.0	8.0	5.0	3.0	1.0	6.0	1.0	6.0	0.0	0.0	12.0	8.0	0.0	0.0	0.0	3.0	22.7	79.8	23.4	34.6	21.6	7.2	5407.0	2
27-37	Minnesota	Dakota	383592	673.0	4.9	27.8	64.2	7.0	1.0	89.9	3.7	0.4	4.1	3.9	80.0	9.8	5.9	1.1	9.4	1.4	3.0	10.5	4.9	20.1	25.6	17.9	98.5	46.4	8.7	16789.0	8230.0	4747.0	20242	20508	23.0	11.0	154.0	133.0	79.0	66.0	11.0	11.0	9.0	22.0	7.0	22.0	0.0	0.0	110.0	33.0	0.0	0.0	2.0	11.0	14.5	77.1	21.0	19.6	17.9	5.0	27540.0	2
27-41	Minnesota	Douglas	35138	55.0	7.7	21.7	60.1	14.9	3.4	98.5	0.4	0.3	0.4	0.9	80.5	12.9	5.8	0.9	8.4	1.4	1.6	10.4	4.4	22.9	24.8	18.0	135.8	41.4	8.4	3512.0	741.0	437.0	2004	1958	17.0	5.0	57.0	25.0	3.0	15.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	0.0	5.0	3.0	0.0	0.0	1.0	0.0	17.2	76.8	20.9	22.2	18.3	7.3	2668.0	2
27-47	Minnesota	Freeborn	31946	45.0	8.7	22.4	58.2	16.0	3.5	98.0	0.6	0.3	0.6	6.3	79.2	15.9	6.8	1.1	9.7	4.4	2.2	14.2	6.1	36.9	25.6	20.7	138.8	36.9	11.3	4216.0	768.0	383.0	1806	1677	4.0	3.0	11.0	18.0	2.0	3.0	1.0	2.0	1.0	3.0	0.0	2.0	0.0	0.0	5.0	3.0	0.0	0.0	1.0	2.0	21.3	81.7	24.1	29.6	25.7	6.9	3258.0	2
27-49	Minnesota	Goodhue	45585	60.0	6.1	24.1	60.8	12.5	2.7	96.8	0.8	1.1	0.7	1.6	78.5	11.5	5.8	1.3	9.2	1.8	2.1	12.9	4.2	26.5	24.4	18.3	118.7	37.3	12.2	4114.0	1100.0	476.0	2525	2466	13.0	7.0	37.0	33.0	3.0	20.0	4.0	2.0	3.0	2.0	1.0	2.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	14.2	73.4	20.6	25.8	26.3	3.4	3092.0	2
27-53	Minnesota	Hennepin	1119364	2011.0	9.1	24.7	64.3	9.2	1.8	81.0	10.3	1.1	5.5	5.3	78.8	9.1	6.8	1.3	10.0	2.5	3.5	16.7	5.3	29.2	24.0	17.4	81.5	47.6	8.5	71077.0	25255.0	12021.0	61382	58788	102.0	34.0	436.0	303.0	294.0	168.0	38.0	0.0	59.0	135.0	71.0	101.0	4.0	0.0	289.0	101.0	0.0	0.0	103.0	135.0	14.8	73.4	18.2	20.1	19.2	4.3	97558.0	2
27-59	Minnesota	Isanti	37664	86.0	6.1	24.5	65.2	8.6	1.7	97.6	0.4	0.5	0.6	1.2	79.2	18.0	5.6	1.3	10.2	2.8	1.9	18.3	5.9	28.0	19.9	20.5	114.6	42.6	13.9	3326.0	981.0	391.0	2076	2157	3.0	5.0	15.0	18.0	5.0	3.0	1.0	0.0	0.0	3.0	2.0	2.0	0.0	0.0	9.0	3.0	0.0	0.0	0.0	0.0	20.6	83.2	23.4	15.3	26.6	5.1	2432.0	2
27-61	Minnesota	Itasca	44384	17.0	9.9	22.4	60.5	14.6	2.6	94.8	0.2	3.6	0.3	0.7	78.2	13.5	5.9	1.0	7.7	3.7	1.5	9.5	8.3	36.4	27.0	20.5	130.8	58.9	14.5	4421.0	1337.0	727.0	2512	2430	1.0	7.0	15.0	26.0	20.0	4.0	3.0	2.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	11.9	76.6	21.4	21.7	25.0	8.3	5098.0	2
27-67	Minnesota	Kandiyohi	41199	52.0	9.5	25.3	59.5	12.4	2.8	98.1	0.7	0.4	0.5	8.5	79.8	12.7	4.7	1.0	8.3	4.1	2.2	17.4	3.4	31.5	35.0	17.7	111.8	43.0	8.1	4517.0	983.0	510.0	2249	2246	14.0	6.0	37.0	25.0	10.0	4.0	3.0	2.0	0.0	4.0	0.0	2.0	0.0	0.0	29.0	8.0	0.0	0.0	1.0	0.0	17.5	80.3	25.2	27.9	23.3	6.6	4681.0	2
27-85	Minnesota	McLeod	36636	74.0	6.1	26.1	60.0	11.4	2.5	98.1	0.3	0.2	0.8	4.3	79.7	8.6	5.2	1.2	9.9	2.7	1.4	12.1	8.1	24.5	18.4	20.2	112.5	27.7	6.2	3731.0	825.0	374.0	1977	1934	1.0	5.0	21.0	26.0	1.0	16.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	16.4	77.3	25.4	25.9	18.2	6.3	3148.0	2
27-97	Minnesota	Morrison	32788	29.0	9.4	25.4	59.4	12.6	2.6	98.6	0.3	0.3	0.3	0.8	78.5	19.6	6.0	1.6	9.3	2.7	2.2	9.5	7.9	29.5	9.5	23.0	129.5	46.4	15.3	4397.0	953.0	459.0	1788	1807	9.0	5.0	17.0	19.0	1.0	3.0	1.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	20.1	72.0	24.2	22.7	23.8	7.0	3807.0	2
27-99	Minnesota	Mower	38799	55.0	9.2	25.1	56.4	14.5	4.0	96.1	1.3	0.3	1.5	6.6	79.8	15.6	6.4	1.1	11.2	3.9	1.8	26.6	4.6	35.2	26.2	17.3	106.7	56.5	12.0	4631.0	778.0	754.0	2120	2036	5.0	4.0	9.0	21.0	3.0	4.0	6.0	2.0	19.0	4.0	1.0	2.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	2.0	14.7	72.7	25.8	31.3	18.7	5.9	3573.0	2
27-103	Minnesota	Nicollet	30848	68.0	7.5	25.2	63.4	9.5	1.9	96.5	1.5	0.2	1.3	2.3	81.1	9.0	6.3	0.9	9.6	1.9	1.9	11.3	1.6	23.4	31.0	25.0	81.4	45.7	7.6	1872.0	594.0	366.0	1695	1973	5.0	3.0	9.0	18.0	2.0	3.0	2.0	2.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	12.9	72.2	23.5	23.0	15.7	3.3	2176.0	2
27-109	Minnesota	Olmsted	135189	207.0	6.8	26.0	62.4	9.6	1.9	89.9	3.6	0.3	5.2	2.7	80.7	6.4	6.9	1.5	10.9	1.5	3.0	11.6	6.0	22.0	22.2	19.5	109.3	43.7	8.0	7979.0	2718.0	1283.0	7292	7129	18.0	8.0	68.0	50.0	12.0	15.0	5.0	4.0	5.0	8.0	2.0	4.0	0.0	0.0	7.0	15.0	0.0	0.0	2.0	0.0	14.1	70.0	21.9	21.4	14.6	3.5	9345.0	2
27-111	Minnesota	Otter Tail	57658	29.0	9.6	22.8	58.0	15.8	3.3	98.1	0.4	0.5	0.5	1.8	78.9	13.7	5.4	0.8	8.5	2.5	1.7	16.3	4.8	27.3	20.4	22.2	129.5	40.3	14.6	7456.0	1425.0	928.0	3248	3105	11.0	6.0	35.0	37.0	5.0	9.0	6.0	3.0	1.0	6.0	3.0	6.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	3.0	23.9	85.9	23.5	31.4	19.8	5.5	6532.0	2
27-123	Minnesota	Ramsey	494920	3177.0	10.7	26.3	61.3	10.2	2.2	78.3	9.3	0.9	9.1	5.7	78.0	10.8	7.0	1.4	9.7	3.5	3.0	20.5	5.6	35.5	22.2	15.7	92.0	54.8	9.1	39792.0	11346.0	6407.0	26646	27130	29.0	15.0	184.0	214.0	85.0	92.0	19.0	15.0	10.0	46.0	23.0	31.0	1.0	0.0	70.0	31.0	0.0	0.0	20.0	15.0	17.6	73.6	21.3	21.2	20.6	4.7	54631.0	2
27-131	Minnesota	Rice	60949	122.0	7.2	25.2	63.4	9.7	1.7	95.2	1.7	0.5	1.7	6.9	79.4	10.8	6.4	1.3	11.4	3.2	2.4	15.6	6.3	29.0	20.0	23.7	118.1	45.4	9.9	5492.0	1395.0	1100.0	3348	3950	7.0	9.0	28.0	43.0	7.0	12.0	2.0	3.0	4.0	6.0	1.0	3.0	0.0	0.0	6.0	14.0	0.0	0.0	0.0	0.0	15.4	75.7	24.6	27.4	23.9	5.2	5085.0	2
27-137	Minnesota	St. Louis	197179	32.0	10.5	22.2	62.0	12.8	2.9	94.8	1.0	2.2	0.7	0.8	77.8	12.0	5.8	0.9	10.0	2.9	2.3	11.0	5.2	36.1	29.0	19.5	127.5	53.1	13.4	16880.0	5142.0	3072.0	11210	11671	18.0	6.0	90.0	90.0	6.0	18.0	13.0	6.0	7.0	30.0	8.0	12.0	0.0	0.0	37.0	36.0	0.0	0.0	0.0	6.0	16.9	76.4	18.5	24.2	21.5	6.0	17425.0	2
27-139	Minnesota	Scott	119825	336.0	3.8	29.2	64.8	5.2	0.8	91.0	1.7	0.7	5.0	3.5	79.2	6.7	5.0	0.7	8.9	1.0	2.5	11.5	2.8	13.2	22.9	16.3	123.5	50.3	9.6	6736.0	2271.0	1181.0	6192	6435	18.0	5.0	69.0	68.0	52.0	19.0	3.0	5.0	6.0	10.0	2.0	10.0	0.0	0.0	93.0	19.0	0.0	0.0	0.0	5.0	13.9	77.5	21.0	17.0	16.1	3.5	7736.0	2
