State_And_County_FIPS_Code	CHSI_State_Name	CHSI_County_Name	Population_Size	Population_Density	Poverty	Age_19_Under	Age_19_64	Age_65_84	Age_85_and_Over	White	Black	Native_American	Asian	Hispanic	ALE	Health_Status	LBW	VLBW	Premature	Under_18	Over_40	Late_Care	Infant_Mortality	Unmarried	Brst_Cancer	Col_Cancer	CHD	Lung_Cancer	Suicide	No_HS_Diploma	Unemployed	Sev_Work_Disabled	Major_Depression	Recent_Drug_Use	Ecol_Rpt	Ecol_Exp	Salm_Rpt	Salm_Exp	Shig_Rpt	Shig_Exp	FluB_Rpt	FluB_Exp	HepA_Rpt	HepA_Exp	HepB_Rpt	HepB_Exp	Meas_Rpt	Meas_Exp	Pert_Rpt	Pert_Exp	CRS_Rpt	CRS_Exp	Syphilis_Rpt	Syphilis_Exp	No_Exercise	Few_Fruit_Veg	Obesity	High_Blood_Pres	Smoker	Diabetes	Uninsured	HPSA_Ind
36-69	New York	Ontario	104461	162.0	8.4	24.0	62.1	11.8	2.1	95.7	2.3	0.2	0.9	2.3	77.9	7.4	6.0	0.9	9.2	2.2	2.6	12.5	5.8	27.6	26.7	19.5	172.5	57.6	9.1	8915.0	2537.0	2788.0	5936	6162	19.0	15.0	70.0	71.0	5.0	30.0	10.0	5.0	17.0	10.0	3.0	5.0	0.0	0.0	13.0	30.0	0.0	0.0	0.0	0.0	16.9	68.5	19.3	21.3	16.1	6.2	7904.0	2
21-125	Kentucky	Laurel	56338	129.0	18.7	25.1	63.3	10.4	1.1	97.6	0.8	0.4	0.4	0.6	75.1	30.9	9.4	1.7	13.8	4.5	0.8	16.7	7.0	26.7	31.0	20.4	227.5	77.3	15.4	13619.0	1486.0	5053.0	3658	3093	0.0	0.0	27.0	54.0	0.0	27.0	0.0	3.0	0.0	8.0	2.0	11.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	8.0	39.7	82.3	24.7	33.3	32.3	10.9	8441.0	2
19-77	Iowa	Guthrie	11547	20.0	8.3	21.9	59.5	15.6	3.0	99.5	0.1	0.0	0.1	1.9	79.1	15.0	6.4	0.7	9.6	2.5	1.2	13.1	1.7	22.0	20.3	23.1	135.2	51.3	15.6	1184.0	284.0	166.0	673	418	2.0	3.0	4.0	12.0	2.0	5.0	0.0	0.0	5.0	3.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	21.4	89.1	25.5	22.5	14.0	2.8	860.0	2
17-89	Illinois	Kane	482113	926.0	7.4	30.4	61.5	7.0	1.1	89.9	5.6	0.4	2.9	27.3	77.8	13.3	6.9	1.4	11.7	3.0	2.3	19.0	6.5	30.2	31.0	21.3	150.4	56.0	8.4	58483.0	14138.0	5767.0	24413	28425	21.0	13.0	164.0	159.0	53.0	80.0	15.0	13.0	57.0	27.0	20.0	27.0	0.0	0.0	10.0	40.0	0.0	0.0	17.0	13.0	26.9	81.5	22.6	20.4	17.9	5.6	56073.0	2
18-3	Indiana	Allen	344006	523.0	10.2	28.9	59.8	9.6	1.7	84.4	11.7	0.4	1.8	5.2	77.3	11.6	8.4	1.5	13.2	3.5	1.9	17.5	7.2	36.3	26.6	22.8	148.8	54.7	13.2	31058.0	9435.0	10372.0	22202	14696	16.0	10.0	81.0	122.0	43.0	61.0	17.0	10.0	14.0	20.0	9.0	20.0	0.0	0.0	23.0	30.0	0.0	0.0	4.0	10.0	21.4	79.6	23.8	25.4	23.6	5.9	38612.0	2
30-111	Montana	Yellowstone	136691	52.0	12.1	24.1	62.3	11.4	2.2	93.6	0.5	3.5	0.6	3.8	77.9	12.6	7.2	1.1	10.1	2.9	1.9	15.0	7.4	33.1	21.8	18.3	114.1	58.4	17.2	10614.0	2577.0	1469.0	9800	7063	13.0	4.0	43.0	51.0	9.0	16.0	0.0	4.0	2.0	8.0	9.0	8.0	0.0	0.0	3.0	12.0	0.0	0.0	0.0	8.0	21.8	78.9	21.4	25.2	21.1	5.5	17770.0	2
47-113	Tennessee	Madison	94916	170.0	14.0	26.6	61.3	10.4	1.7	63.9	34.3	0.2	0.8	2.3	75.0	21.6	10.1	2.1	13.8	5.3	1.5	18.8	11.4	42.9	24.2	20.1	195.9	56.8	10.3	13000.0	2598.0	2366.0	5869	5046	4.0	5.0	66.0	79.0	20.0	28.0	1.0	0.0	5.0	9.0	12.0	5.0	0.0	0.0	1.0	5.0	0.0	0.0	92.0	9.0	30.3	68.6	30.3	28.1	19.5	7.4	11841.0	2
17-163	Illinois	St. Clair	260067	392.0	14.5	27.5	59.9	10.8	1.8	67.8	29.5	0.3	1.2	2.6	74.6	19.3	9.0	1.8	14.5	5.2	1.6	18.0	9.7	46.4	27.2	23.5	182.4	69.6	9.3	31801.0	7574.0	4461.0	13727	15710	15.0	8.0	121.0	131.0	30.0	100.0	5.0	8.0	14.0	31.0	17.0	31.0	0.0	0.0	19.0	31.0	0.0	0.0	34.0	15.0	30.9	81.0	29.7	31.6	22.7	9.2	31928.0	2
45-35	South Carolina	Dorchester	112858	196.0	11.2	26.6	63.9	8.6	1.0	71.4	25.2	0.7	1.4	2.5	75.1	15.2	9.2	1.8	13.2	3.9	1.7	10.6	8.4	37.8	18.8	23.2	169.0	53.0	11.7	12977.0	2843.0	4138.0	6509	5577	2.0	20.0	134.0	69.0	11.0	35.0	2.0	0.0	3.0	15.0	13.0	15.0	0.0	0.0	12.0	10.0	0.0	0.0	4.0	5.0	25.3	80.2	27.0	26.5	22.1	7.1	12899.0	2
54-3	West Virginia	Berkeley	93394	291.0	11.6	25.2	64.1	9.6	1.0	92.4	5.2	0.3	0.6	2.4	75.1	18.3	8.1	1.8	11.7	4.7	1.6	15.6	9.7	36.0	25.4	23.6	190.3	83.1	13.8	14015.0	1554.0	4118.0	6733	3992	2.0	8.0	47.0	59.0	4.0	16.0	5.0	4.0	3.0	8.0	20.0	8.0	0.0	0.0	0.0	16.0	0.0	0.0	2.0	0.0	30.8	81.9	28.5	25.1	30.4	8.0	8956.0	2
19-155	Iowa	Pottawattamie	89738	94.0	10.2	24.9	61.5	11.7	1.9	96.9	1.0	0.4	0.7	4.1	76.1	14.9	7.7	1.2	13.0	4.1	1.4	15.7	7.1	38.1	23.7	26.2	231.2	65.1	13.2	9697.0	2624.0	1993.0	5041	3258	15.0	18.0	47.0	62.0	35.0	31.0	0.0	0.0	30.0	13.0	11.0	13.0	0.0	0.0	3.0	9.0	0.0	0.0	3.0	4.0	26.3	82.5	26.8	28.0	28.0	8.3	8821.0	2
13-89	Georgia	DeKalb	677959	2528.0	13.2	26.3	65.5	7.2	1.0	38.9	55.6	0.3	4.0	8.9	76.9	11.7	9.6	2.0	13.0	3.4	2.8	11.7	9.2	42.3	27.0	18.8	121.6	43.4	9.7	65860.0	23451.0	16800.0	40447	34110	6.0	20.0	249.0	283.0	354.0	283.0	33.0	20.0	232.0	101.0	183.0	81.0	2.0	0.0	16.0	61.0	0.0	0.0	230.0	121.0	22.7	72.8	21.7	22.4	16.4	5.3	107552.0	2
5-51	Arkansas	Garland	93551	138.0	16.0	21.9	57.4	18.0	2.7	89.3	7.9	0.7	0.6	3.3	74.8	21.0	8.4	1.3	12.2	5.4	1.3	20.5	6.9	38.3	23.5	18.3	137.2	67.4	19.3	14398.0	2153.0	2327.0	6223	5049	1.0	4.0	153.0	62.0	86.0	31.0	2.0	4.0	14.0	13.0	14.0	9.0	0.0	0.0	30.0	4.0	0.0	0.0	3.0	4.0	25.0	76.0	22.3	33.3	28.3	8.0	14158.0	2
46-23	South Dakota	Charles Mix	9194	8.0	21.3	30.7	52.1	13.5	3.7	66.5	0.1	32.2	0.1	2.3	78.3	18.9	4.9	1.2	12.1	5.7	1.8	27.6	12.3	49.2	19.7	16.6	174.2	58.9	29.0	1431.0	192.0	420.0	477	323	7.0	1.0	17.0	15.0	66.0	15.0	0.0	0.0	2.0	10.0	0.0	2.0	0.0	0.0	8.0	2.0	0.0	0.0	2.0	1.0	25.1	80.5	28.7	27.5	21.2	10.1	1755.0	1
21-233	Kentucky	Webster	14161	42.0	13.8	24.3	60.9	12.9	1.9	95.0	4.3	0.1	0.3	4.2	74.9	20.6	9.4	2.2	15.3	6.2	0.7	20.3	6.1	31.0	20.5	32.2	215.2	77.7	12.8	2794.0	348.0	794.0	930	778	0.0	1.0	25.0	21.0	1.0	6.0	0.0	0.0	0.0	4.0	3.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	32.1	82.0	31.6	19.7	24.6	6.6	1950.0	2
31-45	Nebraska	Dawes	8636	6.0	16.0	24.1	60.5	12.7	2.7	93.5	1.2	3.9	0.3	2.6	78.3	10.2	5.5	1.9	8.5	2.5	1.1	20.2	5.5	24.8	32.2	20.4	173.3	51.6	17.4	642.0	151.0	124.0	534	443	2.0	3.0	7.0	10.0	3.0	2.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	17.5	84.0	19.5	20.5	14.7	8.3	1397.0	2
45-29	South Carolina	Colleton	39605	37.0	18.6	26.7	60.2	11.5	1.6	57.6	41.1	0.6	0.3	1.8	73.6	19.9	9.4	2.1	13.6	6.3	1.3	9.8	9.8	48.3	22.5	21.9	162.5	66.2	8.3	7900.0	1217.0	1715.0	2279	1876	1.0	0.0	35.0	39.0	7.0	21.0	1.0	0.0	0.0	10.0	3.0	8.0	0.0	0.0	1.0	8.0	0.0	0.0	5.0	4.0	28.5	83.6	32.8	30.2	29.2	11.9	7496.0	2
19-29	Iowa	Cass	14219	25.0	10.4	21.1	57.6	17.0	4.2	99.0	0.2	0.1	0.5	1.1	77.7	11.4	5.9	1.2	11.2	4.1	1.2	10.9	4.3	26.1	18.5	20.5	191.9	50.3	11.1	1434.0	381.0	295.0	837	510	1.0	3.0	8.0	16.0	1.0	4.0	1.0	0.0	11.0	6.0	3.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	24.3	75.3	23.3	28.0	20.4	8.4	1369.0	2
47-63	Tennessee	Hamblen	59898	372.0	13.9	23.7	62.4	12.6	1.3	93.7	4.1	0.3	1.0	9.2	74.9	27.1	7.7	0.9	12.2	5.8	1.0	21.0	5.3	35.3	22.2	25.1	228.3	76.4	12.0	12685.0	1745.0	3985.0	3829	3032	1.0	6.0	22.0	44.0	75.0	12.0	1.0	3.0	7.0	6.0	20.0	6.0	0.0	0.0	5.0	12.0	0.0	0.0	1.0	0.0	41.6	71.4	25.9	32.3	26.6	13.3	7559.0	2
26-77	Michigan	Kalamazoo	240536	428.0	12.0	25.9	62.4	9.9	1.8	85.3	9.9	0.4	2.3	2.9	77.5	12.6	8.2	1.9	11.8	3.2	2.2	13.6	10.6	35.9	24.5	16.5	143.5	58.5	10.1	16556.0	6800.0	4659.0	13476	16907	15.0	7.0	65.0	94.0	60.0	29.0	0.0	7.0	16.0	14.0	34.0	14.0	0.0	0.0	18.0	22.0	0.0	0.0	4.0	14.0	18.7	74.3	20.8	23.6	17.9	6.0	24468.0	2
19-175	Iowa	Union	11972	28.0	11.1	22.7	58.3	15.5	3.5	98.8	0.3	0.1	0.4	1.1	77.7	15.6	7.1	1.1	10.4	2.7	1.1	14.0	10.1	28.6	26.4	26.3	288.1	54.9	17.9	1090.0	340.0	215.0	693	411	0.0	1.0	8.0	16.0	0.0	2.0	0.0	0.0	2.0	5.0	0.0	1.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	23.8	78.2	28.0	28.1	24.9	7.9	1099.0	2
40-65	Oklahoma	Jackson	26518	33.0	14.9	30.1	57.4	10.9	1.6	86.5	7.9	2.0	1.6	18.2	75.5	24.5	8.4	1.3	12.8	5.4	1.1	11.2	6.5	31.6	16.3	12.5	233.5	66.2	13.4	3419.0	521.0	560.0	1513	1160	0.0	1.0	40.0	24.0	23.0	10.0	2.0	0.0	1.0	3.0	3.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	30.6	77.9	25.4	30.4	25.5	10.4	4971.0	2
21-177	Kentucky	Muhlenberg	31548	66.0	17.3	22.6	62.0	13.4	2.1	94.7	4.7	0.0	0.1	0.8	74.9	23.7	8.5	1.9	15.9	5.0	1.0	19.3	5.7	29.7	22.7	18.8	234.1	85.1	13.1	7538.0	1135.0	1834.0	2119	1731	2.0	2.0	13.0	25.0	2.0	19.0	0.0	2.0	3.0	8.0	1.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	5.0	36.5	81.9	32.9	27.7	27.8	9.3	4585.0	2
26-159	Michigan	Van Buren	78812	129.0	12.2	27.2	60.4	10.7	1.8	92.3	4.8	0.9	0.4	8.7	76.6	16.7	7.0	1.1	10.7	4.8	1.8	19.0	6.2	36.5	26.7	20.2	180.7	52.0	12.3	10764.0	2785.0	1955.0	4338	4947	7.0	4.0	48.0	65.0	18.0	31.0	1.0	0.0	4.0	12.0	10.0	12.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	25.7	79.5	23.8	26.5	23.3	6.4	10781.0	2
29-71	Missouri	Franklin	99090	107.0	8.4	25.9	61.7	10.9	1.5	97.8	0.9	0.2	0.3	0.9	75.9	17.0	6.6	1.3	11.0	3.6	1.9	6.9	5.4	27.9	27.8	21.7	235.0	64.6	16.5	14630.0	3020.0	1994.0	6437	4669	8.0	14.0	61.0	67.0	20.0	29.0	2.0	5.0	6.0	10.0	7.0	5.0	0.0	0.0	13.0	29.0	0.0	0.0	0.0	0.0	26.7	72.7	25.6	24.3	29.9	5.6	7218.0	2
39-157	Ohio	Tuscarawas	91944	162.0	9.7	24.5	60.2	13.0	2.3	97.9	0.8	0.2	0.3	1.0	76.9	14.0	6.7	0.9	10.8	2.5	1.3	14.7	6.3	28.7	26.0	19.6	183.0	51.3	11.5	12327.0	2703.0	1840.0	6357	4440	9.0	9.0	83.0	59.0	7.0	14.0	4.0	5.0	9.0	9.0	0.0	9.0	0.0	0.0	3.0	14.0	0.0	0.0	1.0	5.0	28.9	85.0	33.9	26.1	23.5	7.3	8081.0	2
6-81	California	San Mateo	699610	1558.0	6.8	24.5	62.5	11.0	2.0	68.5	3.4	0.5	24.8	22.3	80.3	13.1	6.3	1.0	9.6	1.7	5.2	12.8	4.1	19.5	23.4	17.4	129.1	42.4	7.1	71026.0	15693.0	19311.0	36884	44971	35.0	21.0	0.0	274.0	0.0	84.0	1.0	21.0	98.0	84.0	4.0	42.0	2.0	0.0	48.0	63.0	0.0	0.0	39.0	21.0	18.8	71.0	14.4	21.6	16.8	4.2	84134.0	2
47-73	Tennessee	Hawkins	56196	115.0	14.1	22.5	63.2	12.7	1.6	97.4	1.7	0.1	0.3	0.8	75.6	24.8	8.3	1.5	12.4	4.2	1.0	12.6	7.4	25.3	26.3	18.5	261.3	72.4	14.6	11775.0	1555.0	2529.0	3647	2824	2.0	3.0	26.0	38.0	4.0	11.0	3.0	0.0	6.0	5.0	10.0	5.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	42.1	70.3	18.3	27.0	24.6	10.1	6274.0	2
5-149	Arkansas	Yell	21391	23.0	15.6	26.3	59.1	12.6	2.0	95.4	1.5	0.7	1.3	17.1	74.7	21.3	7.7	1.4	10.6	7.7	1.1	20.5	5.5	33.5	19.6	25.2	256.1	85.3	12.3	5052.0	429.0	762.0	1347	1179	1.0	2.0	34.0	27.0	0.0	10.0	0.0	0.0	7.0	17.0	14.0	4.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	2.0	31.6	81.0	25.5	21.0	27.9	8.9	4389.0	2
5-93	Arkansas	Mississippi	47911	53.0	22.3	30.2	57.5	10.8	1.6	63.9	34.1	0.3	0.4	2.7	71.6	25.6	11.4	2.1	17.3	9.6	0.7	18.5	10.5	55.4	26.1	29.4	276.0	78.4	12.5	10477.0	1743.0	1831.0	2869	2632	0.0	0.0	66.0	51.0	91.0	25.0	0.0	3.0	17.0	8.0	7.0	10.0	0.0	0.0	1.0	5.0	0.0	0.0	4.0	8.0	42.5	81.6	29.3	33.0	28.5	7.0	10149.0	2
13-135	Georgia	Gwinnett	726273	1678.0	8.2	29.0	65.2	5.3	0.5	69.5	19.3	0.4	9.2	15.8	78.3	9.0	7.0	1.4	10.7	2.2	2.5	13.4	6.5	24.7	23.6	16.3	115.6	51.7	9.6	58182.0	17829.0	15666.0	41823	35869	13.0	19.0	221.0	253.0	105.0	78.0	23.0	19.0	188.0	78.0	86.0	39.0	1.0	0.0	8.0	58.0	0.0	0.0	38.0	19.0	22.7	76.3	19.2	20.2	19.8	5.5	92558.0	2
31-109	Nebraska	Lancaster	264814	316.0	9.5	24.9	64.7	8.9	1.6	91.6	3.0	0.7	3.2	4.1	79.0	9.5	7.1	1.3	12.1	2.6	2.3	15.2	6.4	25.9	24.5	19.1	113.5	49.2	11.8	15837.0	5486.0	3982.0	16060	11053	7.0	15.0	93.0	92.0	59.0	31.0	1.0	8.0	7.0	15.0	9.0	8.0	0.0	0.0	4.0	31.0	0.0	0.0	2.0	8.0	22.8	78.8	21.3	20.6	20.6	5.4	23280.0	2
28-81	Mississippi	Lee	78793	175.0	14.1	27.4	60.6	10.7	1.3	72.7	25.8	0.2	0.6	1.3	74.4	22.4	9.0	1.7	18.4	6.9	1.2	9.1	9.9	37.6	26.3	19.7	135.8	69.5	12.2	12968.0	2592.0	2319.0	4524	3484	1.0	15.0	158.0	54.0	72.0	27.0	1.0	0.0	2.0	11.0	9.0	11.0	0.0	0.0	0.0	8.0	0.0	0.0	12.0	4.0	33.1	77.5	25.5	35.7	19.7	9.8	10268.0	2
38-17	North Dakota	Cass	131019	74.0	8.7	22.7	67.6	8.1	1.6	95.2	1.3	1.2	1.2	1.5	79.1	8.2	6.5	0.9	11.1	1.4	1.8	11.0	4.4	23.5	28.0	20.3	140.5	50.0	9.7	7698.0	2206.0	1383.0	7536	4949	5.0	8.0	35.0	45.0	15.0	15.0	4.0	4.0	3.0	8.0	2.0	4.0	0.0	0.0	6.0	15.0	0.0	0.0	0.0	4.0	18.9	80.2	20.9	20.2	21.3	4.9	9220.0	2
12-19	Florida	Clay	171095	285.0	7.4	26.5	63.3	9.4	0.8	86.6	8.7	0.5	2.5	5.5	75.9	12.5	7.0	1.2	11.4	2.9	1.7	10.0	7.6	28.6	23.7	21.9	222.4	83.4	16.6	15154.0	2843.0	4770.0	8959	9192	0.0	9.0	161.0	59.0	77.0	18.0	1.0	5.0	4.0	9.0	6.0	5.0	0.0	0.0	3.0	18.0	0.0	0.0	4.0	0.0	21.4	75.6	20.6	21.8	28.9	7.9	17984.0	2
33-17	New Hampshire	Strafford	119015	323.0	8.5	24.5	64.0	9.8	1.7	96.0	0.9	0.3	1.8	1.3	78.1	12.2	6.4	1.0	9.4	1.8	2.4	9.8	4.3	29.1	26.7	18.0	169.5	63.2	12.5	10357.0	2309.0	1610.0	6591	9289	9.0	7.0	32.0	42.0	3.0	14.0	6.0	3.0	2.0	7.0	3.0	3.0	0.0	0.0	16.0	14.0	0.0	0.0	2.0	3.0	22.5	70.3	20.2	26.1	23.0	6.4	9841.0	2
30-81	Montana	Ravalli	39940	17.0	14.0	22.7	61.1	13.9	2.2	97.4	0.2	1.0	0.4	2.4	77.8	12.8	6.5	1.2	12.5	3.1	3.1	14.0	7.6	22.6	13.1	18.3	88.1	48.1	15.8	3511.0	861.0	935.0	2918	2024	5.0	2.0	12.0	24.0	0.0	7.0	0.0	2.0	1.0	6.0	4.0	4.0	0.0	0.0	17.0	11.0	0.0	0.0	0.0	2.0	17.7	75.3	17.3	27.2	19.7	6.2	6529.0	2
48-121	Texas	Denton	554642	624.0	8.3	28.3	66.4	4.9	0.5	85.1	7.1	0.6	5.6	15.2	78.3	12.1	6.9	1.1	12.3	2.2	2.6	13.3	5.3	17.5	22.9	16.6	167.7	50.8	8.8	36451.0	13174.0	13684.0	28552	24344	3.0	15.0	176.0	175.0	100.0	88.0	0.0	15.0	28.0	29.0	40.0	29.0	0.0	0.0	84.0	44.0	0.0	0.0	7.0	15.0	22.2	80.1	23.3	17.3	17.3	4.6	57081.0	2
21-115	Kentucky	Johnson	24001	92.0	21.0	23.6	63.8	11.3	1.3	99.0	0.3	0.1	0.3	0.7	73.6	34.5	8.7	1.3	14.6	6.2	0.7	14.8	8.7	25.9	25.7	19.0	244.0	86.2	10.8	5942.0	681.0	2272.0	1591	1325	1.0	2.0	18.0	28.0	0.0	12.0	2.0	0.0	0.0	5.0	2.0	5.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	42.1	84.5	33.9	31.8	32.6	11.6	3817.0	2
54-9	West Virginia	Brooke	24515	276.0	11.7	20.6	60.6	16.3	2.5	98.2	0.9	0.0	0.4	0.6	75.7	23.4	7.7	0.6	11.5	3.5	1.3	17.0	4.3	32.7	31.0	24.4	204.9	67.3	15.3	3546.0	791.0	1345.0	1875	1051	0.0	3.0	10.0	15.0	1.0	3.0	1.0	0.0	9.0	3.0	1.0	3.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	1.0	32.8	82.3	28.7	26.7	29.6	11.2	2330.0	2
19-187	Iowa	Webster	39003	55.0	10.8	24.6	58.8	13.8	2.8	93.8	3.8	0.4	1.0	2.8	77.5	16.3	5.9	1.3	11.9	3.2	1.5	14.8	8.2	41.7	28.8	20.8	222.3	59.8	11.0	4107.0	924.0	738.0	2208	1489	12.0	4.0	23.0	24.0	4.0	4.0	0.0	0.0	3.0	4.0	1.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	2.0	28.2	83.0	26.0	31.5	24.4	9.8	3832.0	2
55-17	Wisconsin	Chippewa	59950	59.0	9.0	23.8	62.5	11.6	2.1	97.9	0.3	0.4	0.9	0.8	78.1	12.6	6.2	1.1	11.6	2.3	2.0	13.9	5.9	25.8	25.3	17.6	166.1	46.9	13.7	6356.0	1718.0	1380.0	3917	3221	15.0	8.0	36.0	39.0	6.0	17.0	5.0	3.0	7.0	6.0	0.0	3.0	0.0	0.0	15.0	17.0	0.0	0.0	1.0	0.0	19.2	75.9	20.6	27.0	23.0	5.6	4293.0	2
54-97	West Virginia	Upshur	23712	67.0	18.8	23.4	61.3	13.3	2.0	98.3	0.6	0.2	0.5	0.6	75.8	24.1	7.1	1.3	11.0	4.7	0.9	12.7	8.5	30.2	24.6	21.3	241.4	59.5	12.2	4007.0	494.0	1344.0	1756	1096	0.0	0.0	18.0	38.0	0.0	9.0	2.0	0.0	2.0	5.0	0.0	5.0	0.0	0.0	18.0	7.0	0.0	0.0	0.0	7.0	28.0	82.7	26.2	25.8	29.7	10.7	3343.0	2
13-245	Georgia	Richmond	195769	604.0	18.6	29.0	60.0	9.8	1.2	43.7	52.7	0.3	1.7	2.6	72.7	18.0	10.3	2.1	12.8	6.0	1.4	18.3	10.7	55.8	28.0	20.1	174.1	65.0	12.0	26394.0	6444.0	5305.0	11316	10262	2.0	12.0	189.0	113.0	63.0	107.0	8.0	6.0	18.0	24.0	21.0	24.0	0.0	0.0	1.0	12.0	0.0	0.0	45.0	24.0	30.6	77.8	27.7	28.7	27.3	9.3	34098.0	2
18-95	Indiana	Madison	130412	288.0	11.0	24.8	60.0	13.0	2.2	90.3	8.1	0.2	0.4	2.0	75.7	19.7	9.0	1.4	14.1	3.5	1.1	16.4	10.6	42.0	22.0	16.5	174.5	72.4	14.1	17601.0	4177.0	3114.0	8885	5530	4.0	4.0	32.0	51.0	3.0	16.0	5.0	4.0	4.0	8.0	1.0	8.0	1.0	0.0	0.0	12.0	0.0	0.0	1.0	8.0	28.3	77.8	27.1	30.1	29.4	8.4	14070.0	2
16-31	Idaho	Cassia	21324	8.0	14.6	32.4	54.7	10.8	2.1	97.6	0.3	0.9	0.4	20.9	76.6	16.7	7.4	1.0	12.0	5.0	1.8	25.3	8.7	22.1	22.4	21.9	166.6	33.4	18.6	2858.0	466.0	504.0	1252	922	15.0	2.0	31.0	34.0	35.0	17.0	0.0	0.0	41.0	15.0	10.0	4.0	1.0	0.0	33.0	6.0	0.0	0.0	0.0	6.0	24.6	76.0	21.5	21.1	17.5	6.6	5177.0	2
19-5	Iowa	Allamakee	14709	23.0	9.2	23.1	59.2	14.7	3.0	99.0	0.2	0.3	0.2	6.9	78.1	6.6	4.6	0.8	8.7	3.7	1.7	16.5	7.1	23.0	28.7	27.7	138.8	38.7	10.5	1908.0	452.0	233.0	847	531	5.0	3.0	18.0	16.0	2.0	4.0	0.0	0.0	4.0	6.0	1.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	23.1	78.1	16.7	18.7	27.4	2.9	1735.0	2
34-15	New Jersey	Gloucester	276910	853.0	6.7	26.0	62.5	10.1	1.4	86.9	9.9	0.2	2.0	3.1	76.7	13.6	7.8	1.4	12.3	1.7	2.9	19.4	6.5	26.6	32.1	27.6	200.4	70.1	9.0	28303.0	6338.0	5718.0	14245	14514	3.0	16.0	59.0	103.0	23.0	32.0	1.0	8.0	17.0	16.0	27.0	8.0	0.0	0.0	6.0	32.0	0.0	0.0	4.0	0.0	24.5	76.1	22.4	25.8	22.8	8.1	27862.0	2
15-3	Hawaii	Honolulu	905266	1509.0	10.5	24.6	61.4	11.8	2.2	22.9	3.0	0.3	55.1	4.7	80.5	12.5	8.5	1.4	13.2	2.3	3.3	13.3	7.3	29.3	17.2	17.1	98.3	33.4	9.5	91741.0	12197.0	13613.0	46831	58004	46.0	27.0	608.0	346.0	147.0	106.0	49.0	27.0	42.0	106.0	48.0	53.0	26.0	0.0	54.0	80.0	1.0	0.0	34.0	27.0	19.0	77.1	17.8	23.9	18.0	6.9	106915.0	2
54-69	West Virginia	Ohio	45112	425.0	14.6	22.1	59.2	16.2	2.6	94.5	3.6	0.1	0.9	0.6	75.5	17.5	9.1	1.4	14.1	4.0	2.2	13.1	9.5	37.8	25.2	28.0	218.3	70.9	11.9	5288.0	1013.0	1813.0	3394	1994	4.0	2.0	47.0	37.0	0.0	12.0	3.0	0.0	23.0	5.0	4.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	22.1	84.4	23.4	28.7	27.4	10.4	4190.0	2
15-7	Hawaii	Kauai	62640	101.0	10.5	25.9	60.0	11.7	2.4	33.9	0.4	0.4	43.8	5.7	79.7	13.4	7.3	1.2	9.8	4.3	4.1	23.1	4.5	42.9	20.3	19.4	127.4	34.8	11.2	6968.0	884.0	836.0	3192	3949	6.0	6.0	46.0	47.0	2.0	9.0	9.0	3.0	5.0	9.0	4.0	3.0	1.0	0.0	24.0	15.0	0.0	0.0	0.0	0.0	17.3	77.0	17.4	26.2	20.7	7.0	8126.0	2
46-83	South Dakota	Lincoln	33381	58.0	4.4	26.4	65.8	6.3	1.4	96.8	0.6	0.6	0.9	1.0	78.5	6.6	6.0	1.1	9.6	1.6	1.5	10.9	5.0	14.9	38.1	22.1	171.9	41.0	7.6	2245.0	466.0	419.0	1829	1263	11.0	7.0	21.0	27.0	3.0	20.0	0.0	0.0	1.0	9.0	1.0	2.0	0.0	2.0	1.0	7.0	0.0	0.0	0.0	0.0	19.8	83.9	18.9	18.7	20.6	4.3	1873.0	1
41-19	Oregon	Douglas	104202	21.0	14.0	22.5	58.6	16.2	2.7	95.0	0.3	1.6	0.9	3.8	76.2	22.1	6.2	1.2	8.8	4.2	1.6	13.3	9.0	38.4	28.6	20.4	138.6	61.4	15.3	13836.0	3835.0	2983.0	7826	7708	3.0	3.0	13.0	49.0	2.0	30.0	1.0	0.0	3.0	9.0	4.0	12.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	6.0	23.1	79.3	27.5	34.0	27.5	7.8	13561.0	2
